File A,File B,Similarity
capture_20110127_224041.html,capture_20120307_061623.html,0.08392070484581497
capture_20110127_224041.html,capture_20120830_210605.html,0.20257304840819887
capture_20110127_224041.html,capture_20121120_162304.html,0.1896845694799659
capture_20110127_224041.html,capture_20121215_025058.html,0.05375
capture_20110127_224041.html,capture_20130825_113648.html,0.02559709765191978
capture_20110127_224041.html,capture_20131120_075022.html,0.03396901072705602
capture_20110127_224041.html,capture_20140709_164833.html,0.15478999528079282
capture_20110127_224041.html,capture_20140805_123005.html,0.027729967489003634
capture_20110127_224041.html,capture_20141201_214336.html,0.032517482517482516
capture_20110127_224041.html,capture_20150409_195319.html,0.020324274948618406
capture_20110127_224041.html,capture_20150422_194159.html,0.010514829877988295
capture_20110127_224041.html,capture_20150509_063556.html,0.01253418413855971
capture_20110127_224041.html,capture_20160214_141814.html,0.016086830119197596
capture_20110127_224041.html,capture_20160214_194926.html,0.008974225190441406
capture_20110127_224041.html,capture_20160216_100327.html,0.016090272698777556
capture_20110127_224041.html,capture_20160216_155812.html,0.03470919324577861
capture_20110127_224041.html,capture_20160303_231108.html,0.03577417551704863
capture_20110127_224041.html,capture_20160306_065244.html,0.007675701607100024
capture_20110127_224041.html,capture_20160402_041452.html,0.006750951270406285
capture_20110127_224041.html,capture_20160404_020352.html,0.01053484602917342
capture_20110127_224041.html,capture_20160513_110645.html,0.012193840008409545
capture_20110127_224041.html,capture_20160602_220837.html,0.04238998788857489
capture_20110127_224041.html,capture_20160607_003248.html,0.009071729957805906
capture_20110127_224041.html,capture_20160702_082242.html,0.010931095061487409
capture_20110127_224041.html,capture_20160721_115458.html,0.0099000099000099
capture_20110127_224041.html,capture_20160820_023708.html,0.004451170657883023
capture_20110127_224041.html,capture_20161004_095041.html,0.01874724305249228
capture_20110127_224041.html,capture_20161008_154829.html,0.005991541353383458
capture_20110127_224041.html,capture_20161017_005322.html,0.01924839596700275
capture_20110127_224041.html,capture_20161027_031039.html,0.011009174311926606
capture_20110127_224041.html,capture_20161106_192419.html,0.03196762771876581
capture_20110127_224041.html,capture_20161114_062259.html,0.034994945174585894
capture_20110127_224041.html,capture_20161117_072735.html,0.007397396685397254
capture_20110127_224041.html,capture_20161118_195212.html,0.01721938775510204
capture_20110127_224041.html,capture_20161121_231709.html,0.03502119116662949
capture_20110127_224041.html,capture_20161127_200439.html,0.017682468021068473
capture_20110127_224041.html,capture_20161129_220829.html,0.011219613546644504
capture_20110127_224041.html,capture_20161201_171304.html,0.009051987767584098
capture_20110127_224041.html,capture_20161216_065425.html,0.009716901803232739
capture_20110127_224041.html,capture_20161222_115208.html,0.0186
capture_20110127_224041.html,capture_20161229_225732.html,0.017164033547883754
capture_20110127_224041.html,capture_20170118_070636.html,0.019887305270135897
capture_20110127_224041.html,capture_20170130_234327.html,0.008312214901165738
capture_20110127_224041.html,capture_20170131_073823.html,0.015937883122190438
capture_20110127_224041.html,capture_20170207_213819.html,0.01463920196916699
capture_20110127_224041.html,capture_20170215_231520.html,0.005337128624799858
capture_20110127_224041.html,capture_20170217_204447.html,0.010898192716374535
capture_20110127_224041.html,capture_20170513_052724.html,0.010272619517977083
capture_20110127_224041.html,capture_20170516_013648.html,0.008842105263157894
capture_20110127_224041.html,capture_20170620_112014.html,0.008199038733389879
capture_20110127_224041.html,capture_20170621_065916.html,0.009780722511437134
capture_20110127_224041.html,capture_20170623_001435.html,0.00986679822397632
capture_20110127_224041.html,capture_20170624_143546.html,0.012498675987713165
capture_20110127_224041.html,capture_20170703_221116.html,0.040902829288968955
capture_20110127_224041.html,capture_20170825_154149.html,0.032657534246575345
capture_20110127_224041.html,capture_20170925_175046.html,0.014861785395818885
capture_20110127_224041.html,capture_20171102_213919.html,0.008444162972345366
capture_20110127_224041.html,capture_20171109_041656.html,0.012556241498378152
capture_20110127_224041.html,capture_20171127_165521.html,0.009099181073703366
capture_20110127_224041.html,capture_20171130_164500.html,0.010116560369474378
capture_20110127_224041.html,capture_20171216_063857.html,0.038193391936950594
capture_20110127_224041.html,capture_20171227_191615.html,0.012436289500509684
capture_20110127_224041.html,capture_20171230_091150.html,0.00925170068027211
capture_20110127_224041.html,capture_20171231_010337.html,0.00788675429726997
capture_20110127_224041.html,capture_20180120_131615.html,0.008568062546856593
capture_20110127_224041.html,capture_20180208_083943.html,0.018769968051118212
capture_20110127_224041.html,capture_20180223_015330.html,0.010140845070422535
capture_20110127_224041.html,capture_20180228_142412.html,0.01649269311064718
capture_20110127_224041.html,capture_20180308_214006.html,0.007203962179198559
capture_20110127_224041.html,capture_20180325_161544.html,0.01138888888888889
capture_20110127_224041.html,capture_20180424_181304.html,0.030973451327433628
capture_20110127_224041.html,capture_20180425_141048.html,0.056652702972272095
capture_20110127_224041.html,capture_20180505_044848.html,0.03920784156831366
capture_20110127_224041.html,capture_20180518_112712.html,0.012686567164179104
capture_20110127_224041.html,capture_20180705_151830.html,0.013556768970062135
capture_20110127_224041.html,capture_20180706_173334.html,0.012192798628310155
capture_20110127_224041.html,capture_20190222_042433.html,0.02916751063398825
capture_20110127_224041.html,capture_20190403_031752.html,0.029602595296025953
capture_20110127_224041.html,capture_20190611_083313.html,0.02062689585439838
capture_20110127_224041.html,capture_20190805_100444.html,0.01421608448415922
capture_20110127_224041.html,capture_20190919_121053.html,0.014320785597381341
capture_20110127_224041.html,capture_20191009_234458.html,0.046316630065881416
capture_20110127_224041.html,capture_20191010_213602.html,0.013433425523508494
capture_20110127_224041.html,capture_20200101_011743.html,0.016766467065868262
capture_20110127_224041.html,capture_20200116_092250.html,0.01748460162924697
capture_20110127_224041.html,capture_20200202_232256.html,0.010299069122598535
capture_20110127_224041.html,capture_20200228_024912.html,0.01253181907186215
capture_20110127_224041.html,capture_20200406_193533.html,0.012341062079281975
capture_20110127_224041.html,capture_20200530_194846.html,0.03646385414458342
capture_20110127_224041.html,capture_20200617_025514.html,0.016869728209934397
capture_20110127_224041.html,capture_20200717_194617.html,0.004344328238133548
capture_20110127_224041.html,capture_20200810_083914.html,0.012320328542094456
capture_20110127_224041.html,capture_20200930_155725.html,0.0018192922952971293
capture_20110127_224041.html,capture_20201010_033511.html,0.004589172849683979
capture_20110127_224041.html,capture_20201021_005629.html,0.01369035635192269
capture_20110127_224041.html,capture_20201026_175525.html,0.03524229074889868
capture_20110127_224041.html,capture_20201106_071633.html,0.005633946439269372
capture_20110127_224041.html,capture_20201106_144226.html,0.02629072204229377
capture_20110127_224041.html,capture_20201107_044010.html,0.03340040241448692
capture_20110127_224041.html,capture_20201112_021639.html,0.021466180639935196
capture_20110127_224041.html,capture_20201116_214027.html,0.014436524406749075
capture_20110127_224041.html,capture_20201127_013058.html,0.01902834008097166
capture_20110127_224041.html,capture_20201127_095304.html,0.03149764269234628
capture_20110127_224041.html,capture_20201129_150739.html,0.025788999098286743
capture_20110127_224041.html,capture_20201202_012312.html,0.01508664627930683
capture_20110127_224041.html,capture_20201229_020757.html,0.015693430656934307
capture_20110127_224041.html,capture_20210105_082519.html,0.027738693467336685
capture_20110127_224041.html,capture_20210127_192629.html,0.030014195903467857
capture_20110127_224041.html,capture_20210221_112844.html,0.02649758682691398
capture_20110127_224041.html,capture_20210224_040750.html,0.016488335379757937
capture_20110127_224041.html,capture_20210307_014428.html,0.0038776075452994943
capture_20110127_224041.html,capture_20210408_154158.html,0.03717922812689432
capture_20110127_224041.html,capture_20210423_194620.html,0.023119042790509026
capture_20110127_224041.html,capture_20210508_060903.html,0.02720812182741117
capture_20110127_224041.html,capture_20210624_202409.html,0.022600896860986548
capture_20110127_224041.html,capture_20210705_044551.html,0.002853248754888099
capture_20110127_224041.html,capture_20210706_175851.html,0.013724161301253812
capture_20110127_224041.html,capture_20210907_043047.html,0.02356902356902357
capture_20110127_224041.html,capture_20210908_123556.html,0.019490254872563718
capture_20110127_224041.html,capture_20220305_194039.html,0.005385252692626346
capture_20110127_224041.html,capture_20220306_064344.html,0.019979152189020154
capture_20110127_224041.html,capture_20231116_183638.html,0.006597621787495205
capture_20110127_224041.html,capture_20240529_041941.html,0.006306779788272393
capture_20110127_224041.html,capture_20240623_042055.html,0.008268668108383158
capture_20110127_224041.html,capture_20250128_030256.html,0.006062846580406654
