File A,File B,Similarity
capture_20110127_224041.html,capture_20110604_055251.html,0.9983409373703858
capture_20110127_224041.html,capture_20120103_044502.html,0.998133554541684
capture_20110127_224041.html,capture_20120107_081328.html,0.9966866846137917
capture_20120307_061623.html,capture_20120314_062625.html,0.9983618066931897
capture_20120307_061623.html,capture_20120405_000929.html,0.9958953911105899
capture_20120307_061623.html,capture_20120417_051217.html,0.9975331845412898
capture_20120307_061623.html,capture_20120418_070250.html,0.9888300999412111
capture_20120307_061623.html,capture_20120427_074525.html,0.9920850561134081
capture_20120307_061623.html,capture_20120507_190410.html,0.987205071017725
capture_20120307_061623.html,capture_20120522_191935.html,0.9971896955503513
capture_20120307_061623.html,capture_20120523_154404.html,0.9960233918128655
capture_20120307_061623.html,capture_20120529_152047.html,0.9955576338555062
capture_20120307_061623.html,capture_20120604_150443.html,0.982583284628872
capture_20120307_061623.html,capture_20120606_135109.html,0.995088868101029
capture_20120307_061623.html,capture_20120606_141117.html,0.9921389182212836
capture_20120307_061623.html,capture_20120607_151405.html,0.982583284628872
capture_20120307_061623.html,capture_20120608_202513.html,0.9841532639545885
capture_20120307_061623.html,capture_20120609_210448.html,0.9916676446426476
capture_20120307_061623.html,capture_20120611_151701.html,0.9841679371408467
capture_20120307_061623.html,capture_20120612_130509.html,0.9791177850774284
capture_20120307_061623.html,capture_20120613_044336.html,0.9743166823751178
capture_20120307_061623.html,capture_20120615_195138.html,0.9943951424567959
capture_20120307_061623.html,capture_20120618_185154.html,0.9862304342709192
capture_20120307_061623.html,capture_20120625_235305.html,0.9916910473961381
capture_20120307_061623.html,capture_20120629_165349.html,0.9823701109165207
capture_20120307_061623.html,capture_20120701_160650.html,0.9796395974725017
capture_20120307_061623.html,capture_20120708_133921.html,0.9741115556601553
capture_20120307_061623.html,capture_20120712_175740.html,0.9708279201606236
capture_20120307_061623.html,capture_20120713_124658.html,0.9709533848676505
capture_20120307_061623.html,capture_20120824_161029.html,0.981682417454206
capture_20120307_061623.html,capture_20120826_134444.html,0.9702715355805244
capture_20120307_061623.html,capture_20120827_161218.html,0.9734242709313264
capture_20120307_061623.html,capture_20120829_072555.html,0.9673021374927787
capture_20120307_061623.html,capture_20120829_191949.html,0.958714004857176
capture_20120307_061623.html,capture_20120830_192936.html,0.9543463223426332
capture_20120307_061623.html,capture_20120902_134048.html,0.9700253631542541
capture_20120307_061623.html,capture_20120902_153939.html,0.9617752991750901
capture_20120307_061623.html,capture_20120920_183638.html,0.9640538033395176
capture_20120307_061623.html,capture_20121003_210707.html,0.9573262403145599
capture_20120307_061623.html,capture_20121020_151646.html,0.963586079741876
capture_20120307_061623.html,capture_20121031_193231.html,0.9603330634902278
capture_20120830_210605.html,capture_20121110_074709.html,0.9964526833733837
capture_20121120_162304.html,capture_20121126_032821.html,0.9966197797404863
capture_20121120_162304.html,capture_20121210_223612.html,0.9694526941026729
capture_20121120_162304.html,capture_20121211_234033.html,0.9662755048102336
capture_20121215_025058.html,capture_20121216_101158.html,0.9967508646892359
capture_20121215_025058.html,capture_20121220_023619.html,0.9990606408516857
capture_20121215_025058.html,capture_20121222_013013.html,0.9958115183246073
capture_20121215_025058.html,capture_20130105_023628.html,0.9907030189073436
capture_20121215_025058.html,capture_20130107_184601.html,0.9956020942408377
capture_20121215_025058.html,capture_20130108_235222.html,0.9988518943742825
capture_20121215_025058.html,capture_20130115_182815.html,0.9672148318843615
capture_20121215_025058.html,capture_20130115_201949.html,0.9638503572929803
capture_20121215_025058.html,capture_20130128_182016.html,0.9501472444257467
capture_20121215_025058.html,capture_20130207_125409.html,0.9503993274485077
capture_20121215_025058.html,capture_20130306_130933.html,0.9602517042475092
capture_20121215_025058.html,capture_20130327_025301.html,0.9585973806506126
capture_20121215_025058.html,capture_20130402_215040.html,0.961995999578903
capture_20121215_025058.html,capture_20130425_000412.html,0.9591038782627074
capture_20121215_025058.html,capture_20130425_001247.html,0.9625026332420477
capture_20121215_025058.html,capture_20130518_165100.html,0.952172553923101
capture_20131120_075022.html,capture_20140103_195718.html,0.9996193376475067
capture_20131120_075022.html,capture_20140221_141300.html,0.9899161247761756
capture_20131120_075022.html,capture_20140311_174113.html,0.9616405749336263
capture_20131120_075022.html,capture_20140323_124116.html,0.9526573553419191
capture_20131120_075022.html,capture_20140516_044026.html,0.9594804719656087
capture_20131120_075022.html,capture_20140623_013136.html,0.9565217391304348
capture_20131120_075022.html,capture_20140708_190847.html,0.9601462522851919
capture_20131120_075022.html,capture_20140708_231535.html,0.9511907996015575
capture_20131120_075022.html,capture_20140709_050658.html,0.9571899012074643
capture_20140709_164833.html,capture_20141113_041918.html,0.9941043870296514
capture_20140805_123005.html,capture_20140821_233850.html,0.9971671388101983
capture_20140805_123005.html,capture_20141015_075546.html,0.9969895519744998
capture_20140805_123005.html,capture_20141210_010327.html,0.995667167742506
capture_20140805_123005.html,capture_20150108_161330.html,0.9954903174462817
capture_20141201_214336.html,capture_20141222_161642.html,0.9889742224925862
capture_20150409_195319.html,capture_20150510_044737.html,0.99860741866059
capture_20150409_195319.html,capture_20150716_093712.html,0.9940768746061752
capture_20150409_195319.html,capture_20160116_063426.html,0.9938248267170763
capture_20150409_195319.html,capture_20160517_130202.html,0.9652262848376374
capture_20150409_195319.html,capture_20160616_203611.html,0.9600712105798576
capture_20160214_141814.html,capture_20160331_215441.html,0.9873185076272744
capture_20160214_141814.html,capture_20160624_223742.html,0.9862233651726672
capture_20160214_141814.html,capture_20161019_011743.html,0.9649669845928099
capture_20160216_100327.html,capture_20160313_012110.html,0.9944496805948266
capture_20160216_100327.html,capture_20160930_234508.html,0.9949696080486271
capture_20160216_155812.html,capture_20160514_171521.html,0.9946222102715784
